Title,nbrAvis,specialite,ranking,overallRating,wifi,livraison,prix,Latitude,Longitude,district
CHEZ THOMAS,259 avis ,Française  Européenne,Nº 148 sur 3 057 Restaurants à Lyon,4.5 ,no,no,32 € -127 €,45.753108978271484,4.82942008972168,69002  Lyon  
Restaurant l'Etage,159 avis ,Française  Européenne,Nº 149 sur 3 058 Restaurants à Lyon,4.5 ,no,no,22 € -60 €,45.76654815673828,4.83282995223999,69001  Lyon  
La Chimere,467 avis ,Française  Européenne  Végétariens bienvenus,Nº 150 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76337432861328,4.827271938323975,69005  Lyon  
Le Tire-Bouchon,531 avis ,Française  Européenne,Nº 156 sur 3 057 Restaurants à Lyon,4.5 ,no,no,19 € -39 €,45.76266098022461,4.826900005340576,69005  Lyon  
L'Angle Des Saveurs,107 avis ,Française,Nº 1 sur 15 Restaurants à Francheville,4.5 ,no,no,no information,45.740516662597656,4.780288219451904,69340 Francheville  Lyon  
Le Bouchon des Berges,209 avis ,Française  Européenne,Nº 153 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75843811035156,4.841518878936768,69003  Lyon  
A LA GUILL ON DINE,170 avis ,Française  Européenne  Végétariens bienvenus,Nº 154 sur 3 058 Restaurants à Lyon,4.5 ,no,no,12 € -49 €,45.75284957885742,4.844709873199463,69007  Lyon  
L'Établi,92 avis ,Française,Nº 155 sur 3 058 Restaurants à Lyon,4.5 ,no,no,24 € -64 €,45.753108978271484,4.82942008972168,69002  Lyon  
Gang Nam,207 avis ,Japonaise  Barbecue/Grillades  Asiatique,Nº 156 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.761531829833984,4.832685947418213,69002  Lyon  
Chez les garcons,158 avis ,Française  Européenne,Nº 157 sur 3 058 Restaurants à Lyon,4.5 ,no,no,14 € -21 €,45.764625549316406,4.841786861419678,69006  Lyon  
TETEDOIE,1 247 avis ,Française  Européenne  Végétariens bienvenus,Nº 158 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.759132385253906,4.823150157928467,69005  Lyon  
l'Equilibre,321 avis ,Française  Européenne  Végétariens bienvenus,Nº 159 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,12 € -29 €,45.76708984375,4.845279216766357,69006  Lyon  
La Table de Guy,98 avis ,Française,Nº 1 sur 46 Restaurants à Bron,4.5 ,no,no,no information,45.74763488769531,4.935708045959473,69500 Bron  Lyon  
Yaafa,390 avis ,Restauration rapide  Méditerranéenne  Végétariens bienvenus,Nº 161 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,5 € -11 €,45.76654815673828,4.83282995223999,69002  Lyon  
Le Luminarium,81 avis ,Française  Britannique  Végétariens bienvenus,Nº 162 sur 3 058 Restaurants à Lyon,4.5 ,no,no,2 € -10 €,45.76337432861328,4.827271938323975,69005  Lyon  
A l'improviste,104 avis ,Française  Européenne,Nº 163 sur 3 058 Restaurants à Lyon,4.5 ,no,no,12 € -30 €,45.76849365234375,4.85646390914917,69006  Lyon  
La Mutinerie,46 avis ,Française  Moderne  Fusion,Nº 164 sur 3 058 Restaurants à Lyon,5.0 ,yes,no,22 € -48 €,45.76849365234375,4.85646390914917,69006  Lyon  
Chez Antonin,151 avis ,Française  Fruits de mer & Poisson  Européenne,Nº 165 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76179122924805,4.851607799530029,69003  Lyon  
Café des Fédérations,1 052 avis ,Brasserie gastronomique  Française,Nº 166 sur 3 058 Restaurants à Lyon,4.0 ,no,no,17 € -22 €,45.76654815673828,4.83282995223999,69001  Lyon  
KUMA Izakaya,147 avis ,Japonaise  Asiatique  Végétariens bienvenus,Nº 167 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
Domeva Caffe,296 avis ,Pizza  Italienne  Française,Nº 168 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,10 € -26 €,45.77476119995117,4.805241107940674,69009  Lyon  
Restaurant Vatel,255 avis ,Française  Européenne  Végétariens bienvenus,Nº 169 sur 3 058 Restaurants à Lyon,4.0 ,no,no,30 € -80 €,45.75048065185547,4.829040050506592,69227  Lyon  
LE VIEUX LYON,335 avis ,Française  Européenne  Végétariens bienvenus,Nº 170 sur 3 058 Restaurants à Lyon,4.0 ,no,no,15 € -25 €,45.76266098022461,4.826900005340576,69005  Lyon  
Les Frangins,360 avis ,Américaine  Végétariens bienvenus,Nº 171 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,10 € -18 €,45.75639343261719,4.833347797393799,69002  Lyon  
Le Penjab,205 avis ,Indienne  Pakistanaise  Végétariens bienvenus,Nº 172 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76266098022461,4.826900005340576,6005 LYON  Lyon  
La Gentilhordière,145 avis ,Française  Internationale  Brasserie gastronomique,Nº 2 sur 16 Restaurants à Limonest,4.5 ,yes,no,49 € -70 €,45.838279724121094,4.772992134094238,69760 Limonest  Lyon  
Le Bouchon de l'Opera,182 avis ,Française,Nº 174 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,21 € -25 €,45.76654815673828,4.83282995223999,69001  Lyon  
La Voie Himalaya,141 avis ,Asiatique  Tibétaine  Népalaise,Nº 175 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,9 € -27 €,45.75132751464844,4.855055809020996,69003  Lyon  
Popotte & Co,100 avis ,Française,Nº 176 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,8 € -25 €,45.77476119995117,4.805241107940674,69009  Lyon  
Les P'tits Pères,245 avis ,Française,Nº 177 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,16 € -24 €,45.76668930053711,4.837160110473633,69001  Lyon  
Chez Paul,829 avis ,Française  Européenne,Nº 178 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
Le Trocadéro,164 avis ,Française,Nº 179 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76968002319336,4.850240230560303,69006  Lyon  
Café Restaurant 136 Avenue,181 avis ,Française,Nº 180 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75627136230469,4.8627471923828125,69003  Lyon  
Le Petit Persan,153 avis ,Moyen-Orient  Perse,Nº 181 sur 3 058 Restaurants à Lyon,4.5 ,no,no,16 € -22 €,45.76485824584961,4.833683013916016,69001  Lyon  
Le Bistrot Des Voraces,142 avis ,Française,Nº 182 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
Le Casse Museau,111 avis ,Française  Européenne,Nº 183 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,15 € -30 €,45.76605987548828,4.8321309089660645,69001  Lyon  
Plato,224 avis ,Française  Européenne,Nº 184 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
Meza,137 avis ,Libanaise  Méditerranéenne  Végétariens bienvenus,Nº 185 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.74923324584961,4.838592052459717,69007  Lyon  
Lello,189 avis ,Italienne,Nº 186 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75627136230469,4.8627471923828125,69003  Lyon  
Okawali,167 avis ,Japonaise  Végétariens bienvenus  Choix végétaliens,Nº 5 sur 204 Restaurants à Villeurbanne,4.5 ,yes,yes,8 € -40 €,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Kan Food,192 avis ,Japonaise  Sushi  Végétariens bienvenus,Nº 188 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,9 € -28 €,45.759246826171875,4.865160942077637,69003  Lyon  
Cafe Sillon,298 avis ,Française  Européenne,Nº 189 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.748775482177734,4.8430280685424805,69007  Lyon  
TOTO LI VIGNI,245 avis ,Italienne,Nº 190 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75360107421875,4.891839981079102,69003  Lyon  
Maison Clovis,277 avis ,Française  Européenne,Nº 191 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
Le petit carron,471 avis ,no information,Nº 192 sur 3 058 Restaurants à Lyon,4.5 ,no,no,17 € -38 €,45.75132751464844,4.855055809020996,69003  Lyon  
Bangkok royal,327 avis ,Asiatique  Thaï  Végétariens bienvenus,Nº 193 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
Bonsoir Clara,111 avis ,Bar à vins,Nº 194 sur 3 058 Restaurants à Lyon,4.5 ,no,no,Bar à vins,45.77438735961914,4.830961227416992,69004  Lyon  
Grum&Gram,96 avis ,Brasserie gastronomique,Nº 195 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.7546501159668,4.84443998336792,69003  Lyon  
Le Bouchon des Filles,784 avis ,Française  Européenne,Nº 196 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76845932006836,4.827991008758545,69001  Lyon  
Imouto,400 avis ,Européenne  Asiatique,Nº 197 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75194549560547,4.840252876281738,69007  Lyon  
La Tabl’ature,259 avis ,Française  Végétariens bienvenus  Choix végétaliens,Nº 198 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,7 € -25 €,45.75284957885742,4.844709873199463,69007  Lyon  
Petit Grain,125 avis ,Asiatique  Vietnamienne  Végétariens bienvenus,Nº 199 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.753108978271484,4.82942008972168,69002  Lyon  
Restaurant Pierre Orsi,567 avis ,Française  Européenne,Nº 200 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76968002319336,4.850240230560303,69006  Lyon  
Le Café du Peintre,203 avis ,Française  Bar  Européenne,Nº 201 sur 3 058 Restaurants à Lyon,4.5 ,no,no,20 € -50 €,45.76435852050781,4.859684944152832,69006  Lyon  
L'Origo,337 avis ,Française  Européenne  Saine,Nº 202 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,9 € -32 €,45.76845932006836,4.827991008758545,69004  Lyon  
Au Grand Large,494 avis ,Pizza  Italienne  Française,Nº 1 sur 44 Restaurants à Decines-Charpieu,4.0 ,yes,yes,13 € -40 €,45.77123260498047,4.986588954925537,69150 Decines-Charpieu  Lyon  
Le Bistrot des 4 Chapeaux,111 avis ,Française,Nº 204 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,14 € -16 €,45.763099670410156,4.8345232009887695,69002  Lyon  
Le Val d'Isere,399 avis ,Française  Européenne,Nº 205 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76148223876953,4.8498148918151855,69003  Lyon  
Cafe Comptoir Abel,1 280 avis ,Française  Européenne,Nº 206 sur 3 058 Restaurants à Lyon,4.0 ,no,no,19 € -128 €,45.753700256347656,4.825885772705078,69002  Lyon  
Les Apothicaires,197 avis ,Française  Européenne,Nº 207 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76848602294922,4.8462090492248535,69006  Lyon  
La Table d'Eugene,277 avis ,Française  Européenne,Nº 208 sur 3 058 Restaurants à Lyon,4.0 ,no,no,10 € -27 €,45.76668930053711,4.837160110473633,69001  Lyon  
Chères cousines,87 avis ,Américaine  Végétariens bienvenus,Nº 209 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,2 € -11 €,45.76708984375,4.845279216766357,69006  Lyon  
Bon Réveil,73 avis ,Française,Nº 210 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
La Creperie du Major,235 avis ,Française  Européenne  Végétariens bienvenus,Nº 211 sur 3 058 Restaurants à Lyon,4.0 ,no,no,13 € -20 €,45.76654815673828,4.83282995223999,69001  Lyon  
Noboru,150 avis ,Japonaise  Sushi  Asiatique,Nº 214 sur 3 057 Restaurants à Lyon,4.5 ,no,yes,15 € -35 €,45.763851165771484,4.833970069885254,69002  Lyon  
Victoire & Thomas,138 avis ,Française  Bar  Bar à vins,Nº 213 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,9 € -24 €,45.76668930053711,4.837160110473633,69001  Lyon  
Restaurant Cazenove,126 avis ,Française,Nº 214 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76968002319336,4.850240230560303,69006  Lyon  
Aklé - Le Comptoir à Mezzés,96 avis ,Libanaise  Méditerranéenne  Moyen-Orient,Nº 215 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,9 € -16 €,45.76148223876953,4.8498148918151855,69003  Lyon  
café du Jura,231 avis ,Française,Nº 217 sur 3 057 Restaurants à Lyon,4.0 ,no,no,31 € -39 €,45.763099670410156,4.8345232009887695,69002  Lyon  
Le Jardin des Delices,106 avis ,Bar à vins  Française  Moderne,Nº 217 sur 3 058 Restaurants à Lyon,4.5 ,no,no,15 € -28 €,45.74056625366211,4.833934783935547,69007  Lyon  
Lyon-Dakar,148 avis ,Africaine,Nº 218 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,13 € -38 €,45.756492614746094,4.84303092956543,69003  Lyon  
Les Ventres Jaunes,830 avis ,Française  Européenne,Nº 219 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,16 € -25 €,45.76266098022461,4.826900005340576,69005  Lyon  
Copains Copines Sur la Colline,73 avis ,Française  Brasserie gastronomique,Nº 220 sur 3 058 Restaurants à Lyon,4.5 ,no,no,10 € -33 €,45.77438735961914,4.830961227416992,69004  Lyon  
Restaurant Chez Grand Mere,640 avis ,Française  Européenne,Nº 221 sur 3 058 Restaurants à Lyon,4.0 ,no,yes,17 € -33 €,45.76266098022461,4.826900005340576,69005  Lyon  
Le Simple Gout des Choses,81 avis ,Française  Diner  Bar à vins,Nº 222 sur 3 058 Restaurants à Lyon,4.5 ,no,no,15 € -25 €,45.768924713134766,4.856989860534668,69006  Lyon  
Taj Indien,79 avis ,Indienne  Végétariens bienvenus  Choix végétaliens,Nº 223 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
la 5Eme saison,121 avis ,Française,Nº 224 sur 3 058 Restaurants à Lyon,4.5 ,no,no,20 € -35 €,45.763099670410156,4.8345232009887695,69002  Lyon  
Casa Nobile,565 avis ,Italienne  Méditerranéenne  Européenne,Nº 225 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.758358001708984,4.835713863372803,69002  Lyon  
Auberge de l'lle,350 avis ,Française  Européenne,Nº 226 sur 3 058 Restaurants à Lyon,4.0 ,no,no,35 € -115 €,45.792240142822266,4.8190507888793945,69009  Lyon  
Les Lyonnais Bouchon,966 avis ,Française,Nº 227 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76266098022461,4.826900005340576,69005  Lyon  
Cafe Restaurant Du Soleil,425 avis ,Française  Européenne,Nº 228 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.759132385253906,4.823150157928467,69005  Lyon  
Le Morgon,118 avis ,no information,Nº 229 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76380920410156,4.872089862823486,69006  Lyon  
L'allegria tre,322 avis ,Italienne  Pizza  Méditerranéenne,Nº 230 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,9 € -30 €,45.76668930053711,4.837160110473633,69001  Lyon  
Butcher,294 avis ,Française  Américaine  Steakhouse,Nº 231 sur 3 058 Restaurants à Lyon,4.0 ,no,yes,9 € -35 €,45.76605987548828,4.8321309089660645,69001  Lyon  
L'Antiquaire,153 avis ,no information,Nº 232 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76629638671875,4.831736087799072,69001  Lyon  
La Brasserie des Confluences,488 avis ,Française  Bar  Européenne,Nº 233 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,25 € -55 €,45.734214782714844,4.816058158874512,69002  Lyon  
Bar le Florian,151 avis ,no information,Nº 234 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76337432861328,4.827271938323975,69005  Lyon  
Chez Mounier,607 avis ,Française,Nº 235 sur 3 058 Restaurants à Lyon,4.0 ,no,no,19 € -25 €,45.75831985473633,4.834630012512207,69002  Lyon  
L'Octave,84 avis ,Française  Bar à vins  Brasserie gastronomique,Nº 233 sur 3 057 Restaurants à Lyon,4.5 ,no,no,17 € -55 €,45.788482666015625,4.814927101135254,69009  Lyon  
Chez Albert,176 avis ,Française  Européenne,Nº 237 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76845932006836,4.827991008758545,69001  Lyon  
Mozzato - Comptoir A Mozzarella,637 avis ,Italienne  Méditerranéenne  Européenne,Nº 238 sur 3 058 Restaurants à Lyon,4.0 ,no,yes,8 € -28 €,45.761531829833984,4.832685947418213,69002  Lyon  
La Hugonnière,202 avis ,Française  Européenne,Nº 239 sur 3 058 Restaurants à Lyon,4.0 ,no,no,16 € -25 €,45.76485824584961,4.833683013916016,69001  Lyon  
Curnonsky,112 avis ,Française,Nº 240 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.77971267700195,4.82665491104126,69004  Lyon  
Le Saint-Vincent,93 avis ,Française  Européenne,Nº 241 sur 3 058 Restaurants à Lyon,4.5 ,no,no,18 € -26 €,45.76845932006836,4.827991008758545,69001  Lyon  
Sept Epices,108 avis ,no information,Nº 242 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.748775482177734,4.8430280685424805,69007  Lyon  
Le Karachi,330 avis ,Indienne  Pakistanaise  Végétariens bienvenus,Nº 243 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76110076904297,4.853784084320068,69003  Lyon  
ludovic b .restaurant,174 avis ,Française,Nº 244 sur 3 058 Restaurants à Lyon,4.0 ,no,no,14 € -24 €,45.76849365234375,4.85646390914917,69006  Lyon  
Big Fernand Lyon,332 avis ,Française  Américaine  Restauration rapide,Nº 245 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76097869873047,4.836517810821533,69002  Lyon  
Daniel et Denise - Créqui,883 avis ,Française,Nº 246 sur 3 058 Restaurants à Lyon,4.0 ,no,no,22 € -86 €,45.76191329956055,4.846983909606934,69003  Lyon  
Excellent!,88 avis ,Bar à vins  Française  Steakhouse,Nº 247 sur 3 058 Restaurants à Lyon,5.0 ,yes,yes,11 € -21 €,45.76708984375,4.845279216766357,69006  Lyon  
Le Comptoir d'Ainay,156 avis ,Française  Européenne,Nº 248 sur 3 058 Restaurants à Lyon,4.5 ,no,no,17 € -35 €,45.753108978271484,4.82942008972168,69002  Lyon  
La Cabane à Huitres,123 avis ,Fruits de mer & Poisson,Nº 249 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76827621459961,4.848260879516602,69006  Lyon  
L'Ecume,48 avis ,Française  Moderne  Brasserie gastronomique,Nº 250 sur 3 058 Restaurants à Lyon,5.0 ,yes,no,16 € -39 €,45.74056625366211,4.833934783935547,69007  Lyon  
La Tassee,333 avis ,Française  Européenne,Nº 251 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.754425048828125,4.834312915802002,69002  Lyon  
Les 9 Lotus,169 avis ,Asiatique  Vietnamienne  Végétariens bienvenus,Nº 252 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,7 € -25 €,45.751338958740234,4.830699920654297,69002  Lyon  
Les Pavés de Saint Jean,739 avis ,Française  Européenne,Nº 253 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76337432861328,4.827271938323975,69005  Lyon  
Le Hoggar,100 avis ,Marocaine  Méditerranéenne,Nº 6 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Roi Alexandre,78 avis ,Internationale  Européenne  Russe,Nº 255 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,9 € -17 €,45.75627136230469,4.8627471923828125,69003  Lyon  
La Pièce du Boucher,136 avis ,no information,Nº 3 sur 16 Restaurants à Limonest,4.5 ,no,no,no information,45.837669372558594,4.771520137786865,69760 Limonest  Lyon  
